"0","False","2022-05-15 07:57:02"
"1","True","1983-11-24 06:17:01"
"2","False","1973-08-27 07:58:19"
"3","True","2006-08-12 13:33:09"
"4","False","1990-05-28 00:47:32"
"5","False","1970-10-20 13:18:36"
"6","False","2014-03-14 08:19:12"
"7","False","2013-02-22 19:59:04"
"8","True","1980-12-21 10:58:40"
"9","True","2016-12-01 03:14:26"
"10","False","2014-04-21 10:33:58"
"11","False","1986-04-05 09:48:11"
"12","False","2019-12-23 16:24:34"
"13","False","2010-01-20 00:32:20"
"14","True","1997-03-07 14:43:15"
"15","False","1998-01-01 16:36:39"
"16","False","2022-06-27 00:28:21"
"17","False","2010-11-18 16:29:03"
"18","False","2008-08-15 22:16:28"
"19","True","2015-04-14 09:20:16"
"20","True","2013-01-07 03:48:55"
"21","False","1999-03-12 01:20:33"
"22","False","2001-07-09 17:04:30"
"23","False","1993-05-31 21:43:00"
"24","False","1970-07-22 21:55:55"
"25","False","2002-07-01 03:56:08"
"26","True","1989-05-12 18:46:31"
"27","True","2011-11-18 17:08:02"
"28","False","1983-02-16 12:43:08"
"29","True","2019-05-27 21:09:54"
"30","True","1970-03-18 16:22:18"
"31","True","2016-02-18 19:00:34"
"32","False","2022-05-03 18:04:44"
"33","True","1986-11-23 12:19:05"
"34","False","2009-12-03 00:39:44"
"35","False","1986-05-05 08:23:58"
"36","False","1979-12-21 00:01:50"
"37","False","2001-02-07 01:24:27"
"38","True","2021-06-13 05:50:32"
"39","False","1999-09-20 10:43:23"
"40","False","1973-04-25 21:32:35"
"41","False","1990-10-03 11:42:34"
"42","False","2015-01-15 20:24:30"
"43","False","1993-06-23 13:20:40"
"44","False","1990-09-01 02:43:34"
"45","True","1991-10-18 00:10:42"
"46","True","1982-11-12 16:45:01"
"47","True","2007-07-20 23:27:34"
"48","False","2000-05-07 05:42:01"
"49","False","1981-01-14 21:09:43"
"50","True","2010-12-28 08:30:49"
"51","True","2001-03-29 14:00:22"
"52","False","1987-07-10 02:31:36"
"53","False","2003-01-25 04:17:46"
"54","True","1976-07-23 12:50:32"
"55","True","2001-04-29 00:35:12"
"56","False","2017-07-08 22:25:27"
"57","True","2006-12-30 14:23:57"
"58","True","1975-10-10 23:46:12"
"59","False","2014-10-31 11:56:28"
"60","False","1986-07-06 10:33:07"
"61","True","2015-03-15 18:49:26"
"62","False","1973-12-04 22:56:47"
"63","True","1978-07-10 19:11:59"
"64","True","2008-12-24 19:37:48"
"65","False","1992-06-25 16:11:39"
"66","False","2010-09-17 14:12:13"
"67","False","1979-05-06 19:14:12"
"68","False","1973-02-08 08:08:59"
"69","False","1978-07-22 21:25:44"
"70","True","1980-08-15 23:49:04"
"71","False","2014-05-23 03:28:35"
"72","False","2016-12-09 13:46:12"
"73","False","2021-11-29 22:22:31"
"74","True","2021-03-25 16:24:44"
"75","False","2000-05-28 19:36:44"
"76","False","1974-07-05 23:44:19"
"77","False","2013-04-27 21:08:23"
"78","False","2019-09-21 17:19:48"
"79","True","1972-07-20 18:27:16"
"80","True","1999-09-04 16:02:17"
"81","False","2009-03-28 14:07:30"
"82","True","1999-02-21 19:50:54"
"83","False","1976-07-22 17:58:00"
"84","False","2005-02-24 09:44:20"
"85","False","2022-10-18 08:56:36"
"86","True","1977-06-25 08:37:50"
"87","False","1976-12-26 10:56:22"
"88","True","1980-10-14 15:29:55"
"89","True","1975-06-20 01:02:31"
"90","False","2006-09-08 21:54:41"
"91","False","2010-12-21 10:57:02"
"92","True","2002-09-12 07:26:12"
"93","True","1983-08-21 17:45:48"
"94","True","2003-01-29 07:59:44"
"95","False","2014-01-14 12:03:47"
"96","True","2018-07-13 15:18:20"
"97","False","1974-05-24 07:35:11"
"98","True","2010-07-04 01:08:16"
"99","True","1983-05-02 09:54:10"
"100","True","2011-10-22 04:58:13"
"101","False","1976-09-09 19:09:34"
"102","False","2011-02-19 15:52:56"
"103","False","1997-06-10 12:36:25"
"104","False","2018-04-01 23:52:33"
"105","False","1992-09-15 19:06:00"
"106","True","2006-06-10 07:45:30"
"107","False","1995-11-14 18:36:15"
"108","False","1971-02-10 17:36:14"
"109","True","2007-08-28 22:01:03"
"110","True","1992-08-03 19:40:35"
"111","False","2004-07-04 07:54:08"
"112","False","1971-02-20 19:01:53"
"113","False","1982-07-07 16:45:06"
"114","False","1980-02-11 14:31:26"
"115","False","2020-04-03 19:04:53"
"116","False","1990-04-15 18:25:32"
"117","True","1977-12-08 17:57:22"
"118","False","2019-05-18 09:34:52"
"119","True","1993-06-18 20:25:56"
"120","False","1988-09-22 03:06:08"
"121","True","1987-04-21 09:19:07"
"122","False","2003-05-09 10:36:42"
"123","False","2003-10-18 20:56:31"
"124","True","1983-04-30 18:40:43"
"125","True","2020-03-22 05:10:22"
"126","True","1978-06-08 10:18:17"
"127","True","1999-06-04 03:59:14"
"128","False","1990-09-10 03:19:28"
"129","True","2001-11-07 13:40:07"
"130","False","1986-09-26 04:03:27"
"131","False","2011-11-06 07:11:50"
"132","True","2001-07-21 09:16:00"
"133","False","2007-06-28 08:07:50"
"134","True","1972-10-05 23:06:48"
"135","True","2009-10-25 17:01:22"
"136","True","1979-06-22 20:40:16"
"137","False","1976-03-11 01:41:04"
"138","True","2015-01-02 00:11:19"
"139","True","1973-06-27 07:19:55"
"140","True","2003-05-22 00:56:25"
"141","False","1970-12-13 20:32:17"
"142","True","2019-03-02 11:05:22"
"143","True","1990-11-13 19:45:51"
"144","False","2002-07-27 18:59:03"
"145","False","2002-03-26 15:14:25"
"146","False","1997-03-29 03:50:03"
"147","False","1999-08-04 12:54:52"
"148","True","2000-06-14 18:45:43"
"149","False","1973-07-12 19:12:53"
"150","False","2002-06-19 10:54:45"
"151","False","1977-04-05 08:41:01"
"152","False","1970-09-27 14:57:52"
"153","False","2009-08-24 08:19:31"
"154","False","2018-06-19 02:02:28"
"155","True","2013-08-23 05:44:34"
"156","True","2016-11-19 16:46:13"
"157","True","1986-07-11 02:11:37"
"158","False","1983-12-15 19:55:48"
"159","False","2010-07-29 07:43:23"
"160","False","2013-06-02 21:24:22"
"161","False","1987-06-22 09:44:28"
"162","False","1974-10-11 16:11:32"
"163","True","1972-02-19 05:35:15"
"164","False","2016-08-07 11:51:47"
"165","True","1978-10-17 15:22:46"
"166","False","1996-08-04 11:19:31"
"167","True","2020-06-30 20:49:29"
"168","True","2010-11-15 10:51:24"
"169","True","1986-08-04 13:33:49"
"170","False","1974-10-28 01:24:55"
"171","True","1980-03-16 12:04:20"
"172","True","2016-10-14 22:53:36"
"173","True","2006-12-25 16:42:46"
"174","True","2017-02-07 19:24:12"
